subject_id,case_id,label_Arousal,label_Valence,ECG_19,ECG_20,ECG_25,ECG_26,ECG_31
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.400030974525817,6.444472490660952,5.173039494241236,5.2761340187364265,5.46270148296368,5.173039494241236,2.4297355046442703,1.1142064211668323,1.8089196900572622,6.739585954561443,2.2429850587681206,-0.5125418338021142,-1.4524072253133904,0.7521474586483882
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2238787472636226,-0.8942682702068162,-2.4592743026102433,-1.8882413626310774,-4.907992348156496,-2.4592743026102433,-3.320632011036172,-2.846179061076888,-3.4000891094104837,-3.097779001851802,-3.072631282963616,-3.650527956435687,-2.8153911454754557,-2.1860689556710664
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.522512904488205,3.0875242215904635,2.9553190905804723,2.346282166714504,1.9919217045278186,2.9553190905804723,1.8409339009607164,1.6694699297104287,4.39060914386146,0.48175955936105674,-0.5875407014205317,-1.459814125343198,-0.8332236217300374,-0.11853496089453497
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.055861452665908,7.717120609762351,6.5835701580073,5.392990100400548,9.106767466807234,6.5835701580073,3.9076647083730838,4.223243195640189,8.293170459999374,4.369451162063669,1.1650569657016694,2.5193620189472443,4.826414890997865,1.8718836618944334
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.602713933093923,7.9075237689421,5.680512427417249,5.677677071112048,6.610140855125039,5.680512427417249,4.663643776058746,4.062870448393517,7.49497217893099,2.93182557717358,1.8357727715919103,4.5809936050296205,3.811257088125365,1.119962267217045
5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4365469754274933,3.984933699998501,3.3758446496194185,3.9066650017795044,3.3946688049925946,3.3758446496194185,3.079155910906705,2.637035968459459,6.3770219362533505,2.550596434112491,0.18284166786185385,2.0106439064880512,3.7358294049919554,3.315022753573169
6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.564949446136554,10.668652389822014,9.016304743052242,8.699532940451416,10.349782795184167,9.016304743052242,6.66067080135497,4.4158365444391094,6.4870327762150755,4.416330925708273,2.786783525126833,1.9184727730176663,3.123515627041714,3.6292530694082608
7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.006419950815621,8.442140618959488,5.612111344962091,5.216607566848739,6.234936849594644,5.612111344962091,5.6609097158081845,5.233945643877921,4.831610308841207,4.979377835262916,5.201382364348271,5.459936179430303,5.449000779883108,6.413471228009381
8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.353876432845181,5.017724502504421,3.273352718420492,7.08150480168243,3.070473903404868,3.273352718420492,3.9714370247182837,4.609877422285313,2.3363651210652123,6.491616280152436,2.575755361782897,1.2496878333745638,0.45870253032525277,1.6636158079496124
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571602602737277,4.737511739748397,5.341372147870674,5.879296271308161,3.536647562514211,5.341372147870674,1.9474494119967978,1.4460104873038255,0.1831558273922848,4.948595550080075,0.48421296845512707,-1.0414950382998858,-0.12104512101672901,3.554527502849287
